Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
314,318,jealousy venom seeps veins poisoning heart turning breeding ground discontent, Jealous ,12/12/2019 17:00, VenomousHeart , Twitter , #Jealous #HeartOfDiscontent ,16,32, Australia ,2019,12,12,17
315,319,devastated revelation betrayal trust shattered like fragile glass leaving shards pain wake, Devastated ,5/20/2022 14:50, FragileTrust , Instagram , #Devastated #ShatteredTrust ,25,50, Canada ,2022,5,20,14
316,320,frustrated attempts mend broken connection threads understanding slipping fingers like grains sand, Frustrated ,9/3/2020 12:15, BrokenThreads , Facebook , #Frustrated #SlippingThreads ,14,28, UK ,2020,9,3,12
317,321,envious gazes cast upon podium success bitter pill swallowed taste lingering constant reminder unattained heights, Envious ,2/10/2021 19:30, SuccessPill , Twitter , #Envious #BitterPill ,20,40, USA ,2021,2,10,19
318,322,dismissive gestures curtain drawn shield vulnerability stage emotions take backseat performance indifference, Dismissive ,8/18/2018 14:40, CurtainShield , Instagram , #Dismissive #IndifferencePerformance ,12,24, Australia ,2018,8,18,14
319,323,despair like heavy fog enveloping every thought blurring path ahead journey labyrinth utter hopelessness, Despair ,2/28/2022 21:00, FoggyLabyrinth , Facebook , #Despair #LabyrinthOfHopelessness ,8,16, Canada ,2022,2,28,21
320,324,bitterness bitter chill air freezing moments icicles resentment dangle precariously landscape memory, Bitterness ,10/15/2019 10:30, IcyResentment , Twitter , #Bitterness #IciclesOfResentment ,15,30, UK ,2019,10,15,10
321,325,loneliness solitary moon starless sky casting cold glow landscape isolation echoes bounce empty spaces, Loneliness ,12/1/2017 18:50, SolitaryMoon , Instagram , #Loneliness #StarlessSky ,18,36, USA ,2017,12,1,18
322,326,yearning warmth vanished sun heartache painted hues sunset never graced horizon, Yearning ,4/18/2020 16:15, VanishedSunset , Facebook , #Yearning #HuesOfSunset ,10,20, Australia ,2020,4,18,16
323,327,fearful eyes scanning shadows prisoner night terrorized lurking monsters born minds darkest corners, Fearful ,1/7/2023 3:30, NightPrisoner , Twitter , #Fearful #LurkingMonsters ,18,36, India ,2023,1,7,3
324,328,apprehensive whispers wind forecast uncertainty minds weather vane spinning wildly storm doubt, Apprehensive ,6/10/2021 10:00, WindWhisperer , Instagram , #Apprehensive #StormOfDoubt ,14,28, Canada ,2021,6,10,10
325,329,overwhelmed maze expectations minotaur pressure lurking labyrinth waiting devour spirit resilience, Overwhelmed ,2/22/2020 15:20, MazeExplorer , Facebook , #Overwhelmed #MinotaurOfPressure ,22,44, USA ,2020,2,22,15
326,330,jealousy festering wound pain intensifying glance garden others achievements blooming beyond fence, Jealous ,3/17/2018 14:45, WoundedGarden , Twitter , #Jealous #BloomingAchievements ,16,32, UK ,2018,3,17,14
327,331,devastated heart ruins echoes shattered dreams reverberating chambers requiem whole, Devastated ,10/28/2022 11:15, RuinedHeart , Instagram , #Devastated #EchoesOfShatteredDreams ,25,50, Australia ,2022,10,28,11
328,332,frustrated attempts untangle knot confusion threads understanding slipping labyrinth miscommunication, Frustrated ,11/1/2020 12:30, KnotUntangler , Facebook , #Frustrated #LabyrinthOfMiscommunication ,14,28, India ,2020,11,1,12
329,333,envious eyes locked treasure chest opportunities heartache fueled desire keys seem forever elusive, Envious ,1/15/2021 22:10, ElusiveKeys , Twitter , #Envious #DesireForKeys ,20,40, USA ,2021,1,15,22
330,334,dismissive gestures curtain drawn shield vulnerability stage emotions take backseat performance indifference, Dismissive ,8/18/2018 14:00, IndifferentFort , Instagram , #Dismissive #IndifferencePerformance ,12,24, Australia ,2018,8,18,14
331,335,shattered dreams lie floor like fragments glass mosaic disappointment crafted hands frustration, Frustrated ,1/7/2022 11:10, DreamMosaic , Twitter , #Frustrated #MosaicOfDisappointment ,15,30, Canada ,2022,1,7,11
332,336,loneliness silent companion night echo chamber solitude hearts solitary nocturne, Loneliness ,9/19/2019 3:30, NocturnalEcho , Facebook , #Loneliness #SolitaryNocturne ,18,36, Australia ,2019,9,19,3
333,337,awestruck breathtaking sunrise mountains, Awe           ,4/3/2022 6:15, NatureAdmirer  , Instagram , #Awe #BreathtakingSunrise                   ,28,55, USA               ,2022,4,3,6
334,338,navigating challenges determination, Determination ,10/12/2023 10:30, GoalPursuer    , Twitter  , #Determination #Challenges                  ,15,30, Canada            ,2023,10,12,10
335,339,nostalgia hits flipping old photo album, Nostalgia      ,6/28/2019 19:00, MemoryLane     , Facebook , #Nostalgia #OldMemories                     ,22,45, UK                ,2019,6,28,19
336,340,thrilled witness grandeur cultural festival, Thrill        ,9/15/2020 14:45, CultureEnthusiast , Instagram , #Thrill #CulturalCelebration              ,40,80, India              ,2020,9,15,14
337,341,calmness found rhythm raindrops windowpane, Calmness      ,11/8/2017 21:20, RainWatcher    , Twitter  , #Calmness #RainyDays                        ,18,35, Australia          ,2017,11,8,21
338,342,overwhelmed support received personal challenge, Overwhelmed   ,5/20/2021 17:30, PersonalJourney , Facebook , #Overwhelmed #SupportiveCommunity          ,25,50, USA               ,2021,5,20,17
339,343,excitement builds countdown longawaited vacation begins, Excitement ,1/10/2023 12:00, VacationDreamer , Instagram , #Excitement #VacationCountdown        ,30,60, France            ,2023,1,10,12
340,344,reflecting lifes journey grateful lessons learned, Gratitude   ,12/5/2018 8:45, LifeLearner   , Twitter  , #Gratitude #LifeLessons                    ,35,70, Brazil            ,2018,12,5,8
341,345,bittersweet emotions arise bidding farewell dear friend, Bittersweet ,3/15/2020 18:30, FarewellSender , Instagram , #Bittersweet #Farewell                     ,20,40, Japan             ,2020,3,15,18
342,346,curiosity sparked exploring mysterious ancient ruin, Curiosity     ,8/22/2016 15:10, HistoryExplorer , Facebook , #Curiosity #AncientDiscovery          ,18,35, Greece            ,2016,8,22,15
343,347,admiration intricate details handcrafted masterpiece, Admiration    ,8/20/2019 16:00, CraftEnthusiast , Instagram , #Admiration #HandcraftedArt               ,25,50, USA               ,2019,8,20,16
344,348,overjoyed warmth cozy fireplace winter evening, Overjoyed     ,12/8/2021 19:30, WinterLover     , Twitter  , #Overjoyed #WinterWarmth                  ,18,35, Canada            ,2021,12,8,19
345,349,inspiration strikes observing colors vibrant sunset, Inspiration   ,6/10/2020 20:45, SunsetWatcher   , Instagram , #Inspiration #ColorfulSunset             ,30,60, UK                ,2020,6,10,20
346,350,motivated achieve fitness goals invigorating workout, Motivation    ,2/28/2022 7:15, FitnessJunkie   , Facebook , #Motivation #FitnessGoals                 ,40,80, Australia          ,2022,2,28,7
347,351,gratitude simple joys found cup morning coffee, Gratitude     ,4/15/2017 8:00, CoffeeLover     , Twitter  , #Gratitude #MorningCoffee                 ,22,45, India             ,2017,4,15,8
348,352,feeling empowered conquering challenging hiking trail, Empowerment   ,9/5/2018 14:20, HikingExplorer  , Instagram , #Empowerment #HikingAdventure             ,35,70, USA               ,2018,9,5,14
349,353,amused antics playful kittens playtime, Amusement     ,10/22/2022 12:45, KittyObserver   , Facebook , #Amusement #PlayfulKittens               ,15,30, Canada            ,2022,10,22,12
350,354,contemplating lifes mysteries starry night sky, Contemplation ,7/2/2016 23:30, Stargazer       , Twitter  , #Contemplation #StarryNight               ,28,55, UK                ,2016,7,2,23
351,355,joyful reunion longlost friends years separation, JoyfulReunion ,11/18/2020 17:10, FriendshipRenewal , Instagram , #JoyfulReunion #Friendship               ,20,40, India             ,2020,11,18,17
352,356,excitement builds preparing surprise celebration, Excitement    ,3/5/2023 15:00, CelebrationPlanner , Facebook , #Excitement #SurpriseCelebration         ,30,60, Australia          ,2023,3,5,15
353,357,satisfaction derived successfully completing diy project, Satisfaction  ,12/1/2015 11:30, DIYEnthusiast   , Twitter  , #Satisfaction #DIYProject                 ,25,50, USA               ,2015,12,1,11
354,358,feeling blessed supportive community times need, Blessed       ,9/10/2021 9:45, CommunityHelper , Instagram , #Blessed #SupportiveCommunity            ,18,35, UK                ,2021,9,10,9
355,359,captivated serenity tranquil garden full bloom, Serenity      ,5/12/2018 14:20, GardenEnthusiast , Facebook , #Serenity #TranquilGarden                ,22,45, Canada            ,2018,5,12,14
356,360,anticipation upcoming adventure exotic destination, Anticipation  ,7/25/2022 10:00, Wanderlust      , Twitter  , #Anticipation #AdventureAwaits           ,40,80, India             ,2022,7,25,10
357,361,reflecting personal growth achieved life experiences, Reflection    ,3/8/2019 18:30, GrowthSeeker    , Instagram , #Reflection #PersonalGrowth              ,35,70, USA               ,2019,3,8,18
358,362,nostalgic memories flood revisiting childhood favorites, Nostalgia     ,1/28/2017 21:15, ChildhoodMemories , Facebook , #Nostalgia #ChildhoodFavorites           ,20,40, Australia          ,2017,1,28,21
359,363,appreciation vibrant culture experienced travel, Appreciation  ,11/14/2016 13:45, CultureExplorer , Twitter  , #Appreciation #CulturalExperience        ,28,55, UK                ,2016,11,14,13
360,364,confidence soars overcoming public speaking anxiety, Confidence    ,4/2/2020 17:30, PublicSpeaker   , Instagram , #Confidence #OvercomingAnxiety          ,15,30, USA               ,2020,4,2,17
361,365,contentment midst family gathering filled laughter, Contentment   ,1/15/2023 19:00, FamilyCelebration , Facebook , #Contentment #FamilyLaughter             ,25,50, Canada            ,2023,1,15,19
362,366,enthusiasm learning new skills expanding knowledge, Enthusiasm    ,8/7/2018 12:15, LifelongLearner , Twitter  , #Enthusiasm #SkillBuilding               ,30,60, India             ,2018,8,7,12
363,367,surprise delight discovering hidden gem city, Surprise      ,10/18/2019 16:45, CityExplorer    , Instagram , #Surprise #HiddenGem                      ,18,35, UK                ,2019,10,18,16
364,368,sense accomplishment completing challenging workout, Accomplishment ,6/30/2022 7:00, FitnessAchiever , Facebook , #Accomplishment #FitnessSuccess         ,22,45, Australia          ,2022,6,30,7
365,369,wonderment beauty double rainbow rain, Wonderment    ,6/12/2017 18:20, RainbowChaser   , Twitter  , #Wonderment #DoubleRainbow               ,35,70, USA               ,2017,6,12,18
366,370,optimism bright future amidst challenging times, Optimism      ,7/5/2021 9:30, FutureOptimist  , Instagram , #Optimism #BrightFuture                  ,20,40, Canada            ,2021,7,5,9
367,371,pride achieving personal milestone career progression, Pride         ,4/15/2016 14:50, CareerAchiever  , Facebook , #Pride #CareerMilestone                  ,28,55, UK                ,2016,4,15,14
368,372,happiness blooms like flowers garden sunny day, Happiness     ,2/10/2020 11:15, SunnyDayEnthusiast , Twitter  , #Happiness #SunnyDay                      ,15,30, India             ,2020,2,10,11
369,373,elation discovering rare book quaint bookstore, Elation       ,9/22/2018 16:30, Bookworm        , Instagram , #Elation #RareBookDiscovery              ,40,80, USA               ,2018,9,22,16
370,374,curiosity piqued mysteries ancient archaeological site, Curiosity   ,11/8/2015 10:00, ArchaeologyEnthusiast , Facebook , #Curiosity #AncientMysteries            ,18,35, Australia          ,2015,11,8,10
371,375,mesmerized cosmic dance fireflies moonlit night, Enchantment   ,8/10/2022 22:00, NightSkyObserver , Instagram , #Enchantment #CosmicFireflies             ,25,50, Brazil           ,2022,8,10,22
372,376,intrigued symphony colors abstract art exhibition, Intrigue      ,4/5/2019 17:30, ArtConnoisseur  , Twitter  , #Intrigue #AbstractArt                   ,18,35, France           ,2019,4,5,17
373,377,giggles joy echo air childrens playdate, PlayfulJoy    ,12/15/2020 15:45, PlayfulParent   , Facebook , #PlayfulJoy #ChildrensPlaydate           ,22,45, Japan            ,2020,12,15,15
374,378,enveloped serenity practicing mindfulness lake, Mindfulness   ,10/20/2017 8:15, ZenSeeker       , Instagram , #Mindfulness #LakeTranquility            ,35,70, Canada           ,2017,10,20,8
375,379,chasing dreams like kite soaring high vast open sky, DreamChaser   ,2/28/2021 13:00, SkyDreamer      , Twitter  , #DreamChaser #SkyHighDreams              ,30,60, Australia         ,2021,2,28,13
376,380,spellbound elegance ballroom dance crystal chandeliers, Elegance ,6/12/2018 20:30, DanceEnthusiast , Facebook , #Elegance #BallroomDance                ,28,55, UK               ,2018,6,12,20
377,381,whimsical delight world fairy tales magical creatures, Whimsy        ,3/8/2016 14:20, FairyTaleExplorer , Instagram , #Whimsy #MagicalWorld                    ,20,40, USA             ,2016,3,8,14
378,382,pensive contemplation amid ancient ruins forgotten civilization, Pensive ,4/18/2023 17:10, RuinsExplorer   , Twitter  , #Pensive #AncientCivilization           ,18,35, Greece           ,2023,4,18,17
379,383,embracing thrill speed rollercoasters exhilarating twists, Thrill      ,7/25/2020 12:45, RollercoasterFan , Facebook , #Thrill #RollercoasterAdventure        ,22,45, Germany         ,2020,7,25,12
380,384,harmony resonates musicians play melody unity togetherness, Harmony    ,11/30/2019 19:30, MusicHarmonist  , Instagram , #Harmony #MusicalUnity                   ,35,70, Sweden          ,2019,11,30,19
381,385,burst creativity quiet solitude artists studio, Creativity   ,9/1/2015 16:00, StudioArtist    , Twitter  , #Creativity #ArtistsHaven               ,15,30, Italy           ,2015,9,1,16
382,386,radiant joy akin blooming flowers sunkissed spring morning, Radiance    ,5/5/2022 10:15, SpringEnthusiast , Facebook , #Radiance #SpringBlooms                 ,25,50, Netherlands     ,2022,5,5,10
383,387,sense wonder vastness cosmos stargazing night, Wonder     ,7/8/2018 23:00, CosmosExplorer  , Instagram , #Wonder #StargazingAdventure            ,40,80, South Africa    ,2018,7,8,23
384,388,rejuvenated salty breeze sound waves seaside, Rejuvenation ,9/20/2021 14:30, SeaBreezeLover , Twitter  , #Rejuvenation #SeasideEscape            ,18,35, Spain           ,2021,9,20,14
385,389,whispers inspiration rustling leaves serene forest, Inspiration ,11/15/2016 11:45, ForestDreamer   , Facebook , #Inspiration #ForestWhispers            ,28,55, Portugal        ,2016,11,15,11
386,390,savoring warmth cup cocoa chilly winter evening, Coziness     ,1/12/2020 18:00, WinterWarmth    , Instagram , #Coziness #WarmWinterEvening           ,30,60, Switzerland     ,2020,1,12,18
387,391,heartfelt gratitude laughter shared family reunion, Gratitude  ,12/28/2017 19:15, FamilyGatherer , Facebook , #Gratitude #FamilyLaughter              ,22,45, Austria         ,2017,12,28,19
388,392,embarking culinary adventure savoring exotic flavors around world, Adventure ,3/2/2019 20:20, CulinaryExplorer , Twitter  , #Adventure #CulinaryJourney             ,35,70, Belgium         ,2019,3,2,20
389,393,euphoria floods final puzzle piece clicks place, Euphoria   ,6/8/2022 15:30, PuzzleSolver    , Instagram , #Euphoria #PuzzleCompletion            ,20,40, Denmark         ,2022,6,8,15
390,394,aweinspired grandeur ancient cathedrals intricate architecture, Awe    ,8/18/2018 14:45, CathedralVisitor , Facebook , #Awe #ArchitecturalGrandeur            ,18,35, Czech Republic  ,2018,8,18,14
391,395,captivated ethereal beauty field filled fireflies, Enchantment   ,8/10/2022 22:00, NightSkyObserver , Instagram , #Enchantment #FireflyField              ,25,50, Brazil           ,2022,8,10,22
392,396,immersed enchanting melodies street musicians violin, Melodic       ,4/5/2019 17:30, MusicLover      , Twitter  , #Melodic #StreetMusic                   ,18,35, France           ,2019,4,5,17
393,397,joyful laughter resonates lively summer carnival, FestiveJoy    ,12/15/2020 15:45, CarnivalGoer    , Facebook , #FestiveJoy #SummerCarnival             ,22,45, Japan            ,2020,12,15,15
394,398,exploring universe within mindful meditation session, InnerJourney  ,10/20/2017 8:15, MindfulExplorer , Instagram , #InnerJourney #MeditationBliss          ,35,70, Canada           ,2017,10,20,8
395,399,soaring like free spirit winds coastal cliff, Freedom       ,2/28/2021 13:00, CoastalExplorer , Twitter  , #Freedom #CoastalAdventure              ,30,60, Australia         ,2021,2,28,13
396,400,dazzled elegance masquerade balls dazzling costumes, Dazzle        ,6/12/2018 20:30, MasqueradeAttendee , Facebook , #Dazzle #MasqueradeElegance            ,28,55, UK               ,2018,6,12,20
397,401,whimsical delight world whimsical fairy tales, Whimsy        ,3/8/2016 14:20, FairyTaleAdventurer , Instagram , #Whimsy #FairyTaleMagic                 ,20,40, USA             ,2016,3,8,14
398,402,reflective contemplation amid ruins forgotten era, Reflection    ,4/18/2023 17:10, RuinsExplorer   , Twitter  , #Reflection #ForgottenEra               ,18,35, Greece           ,2023,4,18,17
399,403,riding adrenaline rush rollercoasters wild twists, Adrenaline     ,7/25/2020 12:45, ThrillSeeker    , Facebook , #Adrenaline #RollercoasterThrills      ,22,45, Germany         ,2020,7,25,12
400,404,harmony resonates musicians play symphony unity, Harmony       ,11/30/2019 19:30, MusicHarmonist  , Instagram , #Harmony #MusicalUnity                   ,35,70, Sweden          ,2019,11,30,19
401,405,burst artistic creativity quietude artists studio, ArtisticBurst ,9/1/2015 16:00, StudioArtist    , Twitter  , #ArtisticBurst #StudioCreativity       ,15,30, Italy           ,2015,9,1,16
402,406,radiant joy akin blossoming flowers sunlit spring morning, Radiance      ,5/5/2022 10:15, SpringEnthusiast , Facebook , #Radiance #SpringBlooms                 ,25,50, Netherlands     ,2022,5,5,10
403,407,aweinspired vastness cosmos stargazing night, Wonder       ,7/8/2018 23:00, CosmosExplorer  , Instagram , #Wonder #StargazingAdventure            ,40,80, South Africa    ,2018,7,8,23
404,408,rejuvenated salty breeze sound waves seaside, Rejuvenation ,9/20/2021 14:30, SeaBreezeLover , Twitter  , #Rejuvenation #SeasideEscape            ,18,35, Spain           ,2021,9,20,14
405,409,whispers inspiration rustling leaves serene forest, Inspiration  ,11/15/2016 11:45, ForestDreamer   , Facebook , #Inspiration #ForestWhispers            ,28,55, Portugal        ,2016,11,15,11
406,410,savoring warmth cup cocoa chilly winter evening, Coziness     ,1/12/2020 18:00, WinterWarmth    , Instagram , #Coziness #WarmWinterEvening           ,30,60, Switzerland     ,2020,1,12,18
407,411,heartfelt gratitude laughter shared family reunion, Gratitude  ,12/28/2017 19:15, FamilyGatherer , Facebook , #Gratitude #FamilyLaughter              ,22,45, Austria         ,2017,12,28,19
408,412,embarking culinary odyssey savoring flavors around world, CulinaryOdyssey ,3/2/2019 20:20, CulinaryExplorer , Twitter  , #CulinaryOdyssey #FlavorsAroundTheWorld ,35,70, Belgium         ,2019,3,2,20
409,413,euphoria floods final puzzle piece fits perfectly, Euphoria     ,6/8/2022 15:30, PuzzleSolver    , Instagram , #Euphoria #PerfectPuzzle               ,20,40, Denmark         ,2022,6,8,15
410,414,awestruck grandeur ancient cathedrals intricate architecture, Awe    ,8/18/2018 14:45, CathedralVisitor , Facebook , #Awe #ArchitecturalGrandeur            ,18,35, Czech Republic  ,2018,8,18,14
411,415,curiosity awakened mysteries ancient archaeological site, Curiosity  ,11/8/2015 10:00, ArchaeologyEnthusiast , Instagram , #Curiosity #AncientMysteries          ,18,35, Australia ,2015,11,8,10
412,416,giddy excitement first snowflakes dance sky, Excitement   ,12/2/2020 17:30, SnowfallEnthusiast , Twitter  , #Excitement #SnowfallMagic             ,22,45, Canada         ,2020,12,2,17
413,417,contentment envelops aroma freshly baked bread fills air, Contentment ,6/10/2017 12:15, BreadLover     , Instagram , #Contentment #FreshBreadAroma          ,28,55, France          ,2017,6,10,12
414,418,inspired resilience lone tree standing tall storm, Resilience   ,4/15/2021 14:20, NatureResilient , Facebook , #Resilience #StandingTall              ,35,70, USA             ,2021,4,15,14
415,419,lost pages captivating novel transported another world, Immersion ,9/28/2019 19:45, Bookworm       , Twitter  , #Immersion #CaptivatingNovel           ,20,40, UK              ,2019,9,28,19
416,420,drenched nostalgia flipping old family photo album, Nostalgia ,12/5/2016 21:00, FamilyHistorian , Instagram , #Nostalgia #FamilyPhotoAlbum           ,25,50, India          ,2016,12,5,21
417,421,spark inspiration ignites like shooting star night sky, Spark        ,2/10/2018 23:30, NightSkyWatcher , Facebook , #Spark #InspirationIgnited             ,30,60, Australia      ,2018,2,10,23
418,422,imbued gratitude simple pleasure warm cup tea, Gratitude    ,2/15/2023 8:30, TeaEnthusiast  , Twitter  , #Gratitude #WarmTea                    ,18,35, Japan           ,2023,2,15,8
419,423,marveling kaleidoscope colors vibrant street market, Marvel       ,8/22/2015 15:00, MarketExplorer , Instagram , #Marvel #ColorfulStreetMarket          ,22,45, Brazil          ,2015,8,22,15
420,424,awash serenity sun sets tranquil lakeside retreat, Serenity   ,11/20/2020 18:45, LakesideRetreater , Facebook , #Serenity #TranquilSunset              ,28,55, Germany       ,2020,11,20,18
421,425,drowning sorrow memories lost love resurface, Heartbreak    ,8/5/2019 21:00, LostInLove      , Instagram , #Heartbreak #LostLove                    ,15,30, USA             ,2019,8,5,21
422,426,numbness sets weight loneliness grows heavier, Loneliness    ,2/12/2021 16:45, SolitudeSeeker , Twitter  , #Loneliness #HeavyHeart                  ,18,35, Canada          ,2021,2,12,16
423,427,tears fall like raindrops mourning end cherished friendship, Grief      ,11/28/2020 14:20, FriendshipsEnd  , Facebook , #Grief #LostFriendship                  ,22,45, UK              ,2020,11,28,14
424,428,despair clouds mind feeling adrift endless sea darkness, Despair   ,5/15/2016 22:30, LostInDarkness  , Instagram , #Despair #EndlessDarkness               ,28,55, Australia        ,2016,5,15,22
425,429,shattered betrayal trust crumbles like fragile glass, Betrayal      ,9/10/2018 13:15, BrokenTrust     , Twitter  , #Betrayal #ShatteredTrust               ,22,45, Germany         ,2018,9,10,13
426,430,aching heart symphony pain plays silence solitude, Suffering ,3/20/2022 19:30, SilentSufferer  , Facebook , #Suffering #HeartacheSymphony          ,25,50, Brazil          ,2022,3,20,19
427,431,emotional storm whirlwind sadness engulfs every thought, EmotionalStorm ,7/18/2017 17:45, StormyFeelings  , Instagram , #EmotionalStorm #SadnessWhirlwind      ,30,60, India          ,2017,7,18,17
428,432,haunted regrets ghost past lingers relentlessly, Regret        ,12/15/2018 10:00, LingeringGhost  , Twitter  , #Regret #HauntedPast                    ,18,35, France         ,2018,12,15,10
429,433,torn apart grief echoes loss reverberate soul, Grief      ,6/28/2015 21:15, EchoesOfLoss    , Facebook , #Grief #TornApart                       ,28,55, Italy         ,2015,6,28,21
430,434,isolation deepens emotional winter warmth distant memory, Isolation ,4/2/2020 14:20, WinterOfEmotions , Instagram , #Isolation #EmotionalWinter            ,35,70, Japan       ,2020,4,2,14
431,435,soulcrushing disappointment hopes shattered like fragile glass, Disappointment ,10/8/2019 18:30, ShatteredHopes  , Twitter  , #Disappointment #CrushedHopes          ,20,40, Spain        ,2019,10,8,18
432,436,painful echoes love cherished lost abyss time, LostLove ,11/22/2016 9:45, AbyssOfTime     , Facebook , #LostLove #PainfulEchoes               ,22,45, Netherlands  ,2016,11,22,9
433,437,heartache deepens solitary journey abyss despair, Despair   ,8/18/2022 22:00, SolitaryDescent , Instagram , #Despair #AbyssOfHeartache             ,40,80, South Africa ,2022,8,18,22
434,438,melancholy lingers bittersweet serenade quietude solitude, Melancholy ,3/12/2017 23:30, SerenadeOfSolitude , Twitter , #Melancholy #QuietSerenade             ,18,35, UK         ,2017,3,12,23
435,439,bitterness like poison seeping every crevice wounded heart, Bitterness ,12/15/2015 16:15, PoisonedHeart   , Facebook , #Bitterness #WoundedHeart              ,25,50, Australia   ,2015,12,15,16
436,440,emotional exhaustion weight world crushing weary shoulders, Exhaustion ,9/5/2021 13:30, WearySoulCrushed , Instagram , #Exhaustion #CrushedSpirit             ,35,70, Canada     ,2021,9,5,13
437,441,sorrowful echoes symphony pain played strings loss, Sorrow      ,5/22/2018 20:45, StringsOfSorrow , Twitter  , #Sorrow #SymphonyOfLoss                ,18,35, Germany     ,2018,5,22,20
438,442,darkness descends engulfing soul shadows despair, Darkness     ,7/10/2016 18:20, SoulInShadow    , Facebook , #Darkness #SoulEngulfed                 ,28,55, USA         ,2016,7,10,18
439,443,desperation whispers silent plea glimmer hope abyss, Desperation ,4/30/2019 14:00, WhisperedDespair , Instagram , #Desperation #GlimmerOfHope            ,22,45, France    ,2019,4,30,14
440,444,heart ruins remnants shattered dreams scattered wind, Ruins      ,1/8/2022 11:30, DreamsInWind    , Twitter  , #Ruins #ShatteredDreams                ,20,40, Brazil     ,2022,1,8,11
441,445,shattered echoes shattered dream fragments hope scattered, Desolation ,9/10/2017 19:15, DreamEchoes , Twitter , #Desolation #ScatteredHope ,20,40, Australia ,2017,9,10,19
442,446,avoiding thorns regret walking barefoot path remorse, Regret ,4/18/2022 11:30, RemorseWalker , Instagram , #Regret #PathOfRemorse ,25,50, Canada ,2022,4,18,11
443,447,labyrinth grief walls echo footsteps lost joy, Grief ,12/5/2018 21:45, JoyLabyrinth , Facebook , #Grief #LostJoyFootsteps ,18,35, USA ,2018,12,5,21
444,448,soul adrift sea solitude waves loneliness crashing relentlessly, Loneliness ,6/28/2016 14:20, SolitudeSeas , Twitter , #Loneliness #CrashingWaves ,22,45, UK ,2016,6,28,14
445,449,bitterness betrayal taste lingers staining palate trust, Bitterness ,10/22/2019 17:00, PalateStainer , Instagram , #Bitterness #StainedTrust ,15,30, Germany ,2019,10,22,17
446,450,ruins hope echoes shattered dreams whisper tales loss, Desolation ,3/15/2021 22:45, HopeRuins , Facebook , #Desolation #WhisperedLoss ,28,55, Brazil ,2021,3,15,22
447,451,sinking like stone ocean heartbreak ripple sigh despair, Heartbreak ,8/10/2017 19:30, OceanSinker , Twitter , #Heartbreak #RippleOfDespair ,22,45, France ,2017,8,10,19
448,452,tears ink staining pages journal testament silent grief, Grief ,1/28/2023 14:30, InkJournalist , Instagram , #Grief #SilentTears ,30,60, India ,2023,1,28,14
449,453,wasteland lost trust echoes broken promises reverberate, Betrayal ,12/12/2016 10:00, TrustWasteland , Facebook , #Betrayal #ReverberatingPromises ,25,50, Italy ,2016,12,12,10
450,454,avoiding shards shattered dreams walking tightrope resilience, Resilience ,7/18/2020 15:15, DreamTightrope , Twitter , #Resilience #TightropeWalk ,35,70, Japan ,2020,7,18,15
451,455,suffocating silence solitude echoes laughter thrived, Isolation ,5/20/2022 20:30, EchoedLaughter , Instagram , #Isolation #SilentSolitude ,30,60, South Africa ,2022,5,20,20
452,456,haunted specter lost possibilities ghost refuses fade away, Regret ,11/8/2019 14:45, PossibilityGhost , Twitter , #Regret #FadingPossibilities ,18,35, Spain ,2019,11,8,14
453,457,labyrinth despair echoes broken heart reverberate endlessly, Despair ,3/28/2017 22:00, EndlessLabyrinth , Facebook , #Despair #EndlessReverberation ,28,55, Australia ,2017,3,28,22
454,458,sinking like autumn leaves river sorrow carried away current, Sorrow ,9/15/2020 18:15, RiverOfSorrow , Instagram , #Sorrow #AutumnLeaves ,22,45, Canada ,2020,9,15,18
455,459,garden broken dreams petals fall silent testimony shattered hopes, Desolation ,6/10/2018 13:30, DreamGardener , Twitter , #Desolation #ShatteredHopes ,20,40, UK ,2018,6,10,13
456,460,tears currency grief spent marketplace lost love longing, Grief ,12/22/2016 21:45, CurrencyOfTears , Facebook , #Grief #LostLoveLonging ,25,50, USA ,2016,12,22,21
457,461,wandering maze betrayal walls closing every wrong turn, Betrayal ,1/5/2021 16:20, MazeWanderer , Instagram , #Betrayal #ClosingWalls ,15,30, Germany ,2021,1,5,16
458,462,soul weathered storm heartbreak seeking refuge calm, Heartbreak ,4/18/2019 11:00, StormSeeker , Twitter , #Heartbreak #CalmAfterStorm ,22,45, Brazil ,2019,4,18,11
459,463,tapestry despair threads hope unravel leaving portrait sorrow, Despair ,8/28/2017 19:30, TapestrySorrow , Facebook , #Despair #UnraveledHope ,18,35, India ,2017,8,28,19
460,464,like withered rose garden love petals fall silent surrender time, Loss ,2/10/2023 14:30, WitheredRose , Instagram , #Loss #SilentSurrender ,28,55, France ,2023,2,10,14
461,465,void heartache echoes love song play note pang longing, Heartache ,7/10/2022 22:15, LoveSongEcho , Instagram , #Heartache #LoveSongLonging ,30,60, Japan ,2022,7,10,22
462,466,nostalgia bittersweet dance moonlit ballroom cherished memories, Nostalgia ,5/15/2019 21:30, MoonlitMemories , Twitter , #Nostalgia #CherishedMemories ,18,35, Italy ,2019,5,15,21
463,467,symphony grief tear note composing melancholic melody, Grief ,11/28/2018 14:00, SymphonyOfTears , Facebook , #Grief #MelancholicMelody ,22,45, Germany ,2018,11,28,14
